,E_amine,ES_root_dipole_amine,ES_root_electronic_spatial_extent_amine,ES_root_molar_volume_amine,E_thermal_correction_amine,dipole_amine,electronegativity_amine,hardness_amine,homo_energy_amine,molar_mass_amine,molar_volume_amine,N1_APT_charge,N1_ES_root_Mulliken_charge,N1_ES_root_NPA_Rydberg,N1_ES_root_NPA_charge,N1_ES_root_NPA_core,N1_Mulliken_charge,N1_NMR_anisotropy,N1_NMR_shift,N1_NPA_Rydberg,N1_NPA_charge,N1_NPA_core,N1_VBur,E_COCl,ES_root_dipole_COCl,ES_root_electronic_spatial_extent_COCl,ES_root_molar_volume_COCl,E_thermal_correction_COCl,dipole_COCl,electronegativity_COCl,hardness_COCl,homo_energy_COCl,lumo_energy_COCl,molar_mass_COCl,molar_volume_COCl,C1_APT_charge,C1_ES_root_Mulliken_charge,C1_ES_root_NPA_Rydberg,C1_ES_root_NPA_charge,C1_ES_root_NPA_core,C1_NMR_anisotropy,C1_NMR_shift,C1_VBur,C2_APT_charge,C2_ES_root_Mulliken_charge,C2_ES_root_NPA_Rydberg,C2_ES_root_NPA_charge,C2_ES_root_NPA_core,C2_Mulliken_charge,C2_NMR_anisotropy,C2_NMR_shift,C2_NPA_Rydberg,C2_NPA_charge,C2_NPA_core,C2_VBur,O1_ES_root_Mulliken_charge,O1_ES_root_NPA_core,O1_Mulliken_charge,O1_NMR_anisotropy,O1_NMR_shift,O1_NPA_Rydberg,O1_NPA_charge,O1_VBur,Cl1_APT_charge,Cl1_Mulliken_charge,Cl1_NMR_anisotropy,Cl1_NMR_shift,Cl1_NPA_Rydberg,Cl1_NPA_charge,Cl1_NPA_core,Cl1_VBur,rate
Nc1ccccc1.CCCCC(CC)C(=O)Cl,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-848.4194799426583,2.1267217278302994,2464.267019669444,1500.231394373068,0.23155073390523292,2.677801397359587,0.16853390822493342,0.13085299777436263,-0.29938690599929607,-0.037680910450570794,162.6589,1466.9452087716104,-0.0842353595837951,-0.12303181060215712,0.01891789249052634,-0.29470057863953375,1.9989210580785208,30.751430758385847,131.96111134930018,0.7081076322850737,1.1146350543229737,0.04049639435702823,0.05769645486653496,0.23430779863995022,1.999079831858541,0.2342915125830618,79.28964453295023,10.72058245681579,0.06134362576284608,0.5865793709141864,1.999110961152719,0.6405613297343266,-0.04916664952674792,1.9996827557665517,-0.14383461934649713,723.1028236690747,-205.35061664385827,0.012373376332512752,-0.5004955405011925,0.44056690495066464,-0.4902433087740082,-0.23982660938031483,795.885334662436,424.81685121337784,0.02061303988994313,-0.10758898034704956,9.999627692135396,0.39206250471260456,1.1080659634172931
Nc1ccccc1.CCCCCCC(=O)Cl,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-809.1928450186999,2.191972683108519,2694.585979207065,1390.3008597551361,0.20178400746022246,2.7244460547894533,0.17032995662812994,0.13265533018130402,-0.30298528680943393,-0.03767462644682591,148.63210000000004,1261.5194415620172,-0.09799205324244195,0.017531207143586563,0.014411268813625472,-0.4870248810235342,1.9990360661441282,52.29176351269705,146.78208323625879,0.5553711533823926,1.1744333662866158,0.005174748608251482,0.05187764178651444,0.23654530602917653,1.9991838244073419,0.2092039866890283,82.95284094577164,16.8293560755272,0.055168636678038244,0.5896019425118675,1.9991965260075706,0.554803422626299,-0.04042034364900629,1.9996900000000004,-0.1394788994015972,704.4901204727937,-215.8672177680678,0.01234712539999367,-0.4919174099593421,0.38646821572942175,-0.5069924791734688,-0.24872178501458486,751.6188641806931,476.4115554370388,0.020814874094548554,-0.1210213165562404,9.999640000000001,0.3740534939797181,2.807659684014007
Nc1ccccc1.CCCCCCCCCCCC(=O)Cl,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1005.3142281705781,2.051840846684475,7589.4788243149,2063.8977884186593,0.35148147884172565,2.580964688743521,0.17130593121998355,0.13237374139497904,-0.3036796726149626,-0.038932189825004494,218.76610000000002,2028.2284431012831,-0.09832466528407613,0.011300852452152831,0.014411262852878942,-0.4876371810409823,1.9990393233150183,54.09437145699512,147.61948876998457,0.5618015097823486,1.1889594778380719,0.0034922479456673456,0.05177155382090726,0.23634184011774262,1.9991781601252514,0.20777313911983045,80.09136057476589,16.11372837040959,0.05541338385685213,0.5883281241859004,1.999188590390622,0.5688480715114945,-0.04156562730035017,1.9996867476005615,-0.13988340193202087,708.4357928496703,-213.85227427913944,0.012237201999370216,-0.49679063701810433,0.4188836362668115,-0.5185254162381545,-0.24439257461254094,760.4693324636868,471.25224452499526,0.020883543820409477,-0.11594466851905619,9.999637177865932,0.3724491019162263,2.7785085474146007
Nc1ccccc1.CCc1ccc(C(=O)Cl)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-882.914671,0.8056,2669.3825,1421.7125,0.168403,4.1213,0.17781,0.10156000000000001,-0.27937,-0.07625,168.6225,1314.007,-0.402094,-0.061786,0.01695,-0.19259,1.99875,146.8733,63.8668,0.6452957835116425,1.456055,0.205216,0.04843,0.36246,1.99903,0.312565,87.4623,23.8993,0.05253,0.57058,1.99906,0.5498741346758967,-0.017375,1.9997,-0.144731,691.6855,-184.816,0.01198,-0.50355,0.3866425424795469,-0.509939,-0.254084,651.6022,528.6102,0.02081,-0.10547,9.99966,0.38294524858401513,1.0244355875383513
Nc1ccccc1.COc1cc(C(=O)Cl)cc(OC)c1OC,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1147.3988728386491,9.590245055798524,4098.000453261923,1788.438858126628,0.21336973094695055,3.820453988387011,0.1589222523904965,0.08715554844614821,-0.2460778008366447,-0.07176670394434828,230.64750000000004,1702.8529527836297,-0.30062621086644153,-0.0505418648015625,0.01901263016358685,-0.16597456713914246,1.9988191465822256,138.9709269242885,66.29146063677923,0.6464282423283223,1.4648143543682646,0.20572451472928088,0.0527408394357223,0.4021922948019736,1.9991034206621257,0.30939671461077606,86.80447373218087,24.14315727612148,0.052543474138718856,0.5717040388310601,1.9990608534177752,0.5505070876792586,-0.22497649330386443,1.9997000000000003,-0.1474567049669537,690.2213647653614,-182.89085364682126,0.011964543057302771,-0.5069527124341651,0.38708728584549945,-0.5075244044704986,-0.2524332482777629,651.9670016723583,528.9051928576206,0.020845079417672406,-0.10312794717934845,9.999652567244352,0.38354454400728805,0.8985540390273906
Nc1ccccc1.COc1ccc(C(=O)Cl)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-918.7794806452093,1.8095578782030461,2595.8845344392657,1351.432412177592,0.14413766686447077,4.69247217594736,0.16339189113066868,0.09466255858855176,-0.2580544497192204,-0.06872933254211694,170.5951,1330.3161569267518,-0.5316156870230284,-0.057328369918361544,0.01689,-0.20658333135529233,1.9987499999999998,139.08126280090607,69.5119016314473,0.6464023557102192,1.5082461480170826,0.19680829664503793,0.04825977751403898,0.35202155146760417,1.99902,0.30959364046198856,88.97441949403056,25.308381727266305,0.052509332542116934,0.5694617858218112,1.99905,0.5495559709571898,-0.023747567188664966,1.9997,-0.15034197745033262,671.7481042751876,-174.48073225064894,0.011970222485961022,-0.5095373064319758,0.38616179649303717,-0.5192249050540321,-0.26183382883983775,650.1022819991035,534.1770665455147,0.020634443785097444,-0.11341470187579644,9.99966,0.3827949177457842,0.6237819837357833
Nc1ccccc1.Cc1ccc(C(=O)Cl)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-843.690474,0.7847,2037.6054,1331.695,0.138241,4.0826,0.17777500000000002,0.101495,-0.27927,-0.07628,154.5957,957.156,-0.396447,-0.063926,0.01695,-0.19369,1.99875,146.8166,64.1383,0.6464757709251101,1.444549,0.205095,0.0484,0.3622,1.99903,0.312699,87.2722,23.9815,0.05251,0.57046,1.99906,0.5497954688483323,-0.017809,1.9997,-0.144896,691.7944,-184.7633,0.01198,-0.50358,0.3868785399622404,-0.507387,-0.254103,652.0078,529.0068,0.02081,-0.10548,9.99966,0.38231592196349906,1.0849870555805643
Nc1ccccc1.Cc1ccccc1C(=O)Cl,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-843.6875560574109,0.11441203094299326,1727.5775237937205,1185.5250490989843,0.13826824892949693,2.9335652803962233,0.17744671457012706,0.09930211916386854,-0.2767488337339956,-0.07814459540625854,154.5957,1206.8423660351868,-0.3609323356612174,-0.04382074162750573,0.017399388198169285,-0.18550015969286923,1.99871,143.88919896912307,63.72922694533436,0.6763989980060084,1.3794532603765848,0.17964343533990834,0.04829439509069746,0.3670932883597818,1.9990500711227133,0.2936090109211529,86.60514481931877,23.749668767244493,0.051918321357468225,0.5733261876760661,1.9990899288772865,0.5774004604109436,-0.03147546807824839,1.9996999288772865,-0.14907075579200177,701.4520483596131,-205.6625805599628,0.012379573263719579,-0.5042245104984888,0.4371025917512716,-0.51174269585703,-0.25672397091808735,673.4314174438672,509.25428815634746,0.020633982871950604,-0.11187011540779132,9.999669857754574,0.38752509665341367,1.2420753141919754
Nc1ccccc1.O=C(Cl)C12CC3CC(CC(C3)C1)C2,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-962.581811,3.0439,2417.6329,1837.01,0.2551,3.1191,0.16248,0.12827,-0.29075,-0.03421,198.6919,1506.761,-0.109963,-0.417603,0.01866,-0.12505,1.99879,47.667,144.0592,0.8325991189427313,1.135254,0.136483,0.05847,0.25586,1.99893,0.339763,94.9955,11.4326,0.06189,0.61891,1.99899,0.6260226557583386,-0.055463,1.99969,-0.134531,703.9745,-206.4244,0.01198,-0.49526,0.4133102580239144,-0.495051,-0.246408,649.7835,526.6917,0.01986,-0.11707,9.99965,0.4122089364380113,1.624195848354401
Nc1ccccc1.O=C(Cl)C=Cc1ccccc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-881.7076424349888,1.4583330632451224,3001.2649234041864,1257.7523733779365,0.14500556194108782,4.007677662728389,0.18097215746167145,0.08464781157985767,-0.2656199690415291,-0.09632434588181382,166.6067,1318.0489361294021,-0.6487631505721401,-0.11180734591608987,0.015986889213416643,-0.40177837436797814,1.9988062506712867,97.67235097153285,72.11756207665134,0.5471110545535718,1.594812176212798,0.21686245915706964,0.047810688301961585,0.3951780161227317,1.9990600002421206,0.2773765541231414,79.2212823091358,26.059164333630676,0.05162692895158519,0.5406730279839103,1.9991162506021094,0.518506511257886,-0.01080933265076242,1.99969,-0.1561087210570263,684.9150017741213,-177.68841986288376,0.012026865077963791,-0.508001072172739,0.3739683515791476,-0.5679760192194105,-0.25474012890245074,721.0320699222212,470.0895892939961,0.02118627173739866,-0.11190134066066033,9.99965374939789,0.36138049216617174,2.653691683808109
Nc1ccccc1.O=C(Cl)c1ccc(-c2ccccc2)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1035.081421,13.748,5091.4627,1754.559,0.195241,4.008,0.17202,0.08703,-0.25905,-0.08499,216.6665,1648.5790000000002,-0.476397,-0.069238,0.01931,-0.13635,1.99876,146.3066,63.2115,0.6453744493392071,1.557555,0.237449,0.05246,0.45217,1.99908,0.313028,86.8115,23.8787,0.05251,0.56896,1.99906,0.5493234738829452,-0.197972,1.99969,-0.14352,696.741,-187.3885,0.012,-0.50251,0.38569855254877283,-0.528893,-0.251945,650.7091,526.9992,0.02088,-0.10309,9.99966,0.38223725613593457,1.1259522597373337
Nc1ccccc1.O=C(Cl)c1ccc(Br)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-3377.857666,2.1799,3388.6568,1232.628,0.100324,2.0328,0.18545,0.09516000000000002,-0.28061,-0.09029,219.465,1258.854,-0.39698,-0.055564,0.01694,-0.19555,1.99875,149.5302,63.26,0.645846444304594,1.462386,0.217711,0.04852,0.3717,1.99904,0.315275,85.0022,24.181,0.05263,0.56687,1.99907,0.5486154814348647,-0.010299,1.9997,-0.140191,709.2575,-191.8647,0.01202,-0.49899,0.38719320327249845,-0.500793,-0.242085,647.9072,524.2242,0.02118,-0.09299,9.99965,0.382001258653241,1.5108609690053874
Nc1ccccc1.O=C(Cl)c1ccc(C(F)(F)F)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1141.009328,3.3671,3493.4189,1579.5935,0.117803,1.0538,0.202225,0.10366500000000001,-0.30589,-0.09856,208.5672,1203.002,-0.281208,-0.066681,0.01707,-0.18876,1.99875,151.6583,59.3407,0.6463184392699811,1.375664,0.226354,0.04856,0.38009,1.99904,0.318189,83.9248,23.6216,0.05264,0.56628,1.99908,0.5490874764002517,-0.003696,1.9997,-0.135777,725.5918,-200.3338,0.01205,-0.49428,0.3871145374449339,-0.48031,-0.234509,646.3328,518.8401,0.02137,-0.08533,9.99964,0.38239458779106356,1.8153604221386264
Nc1ccccc1.O=C(Cl)c1ccc(Cl)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1263.981948,2.0754,2495.0487,918.639,0.100727,2.063,0.18674,0.09755,-0.28429,-0.08919,175.014,1159.235,-0.395009,-0.059104,0.01687,-0.19718,1.99875,148.1762,63.8432,0.6469477658904972,1.447541,0.216306,0.04848,0.37028,1.99904,0.314974,85.26,24.3534,0.05263,0.56696,1.99907,0.5487728130899937,-0.010873,1.9997,-0.140838,706.9426,-190.8553,0.01202,-0.49966,0.38719320327249845,-0.497634,-0.243186,647.8379,524.4538,0.02115,-0.09408,9.99965,0.38231592196349906,1.4460054986244042
Nc1ccccc1.O=C(Cl)c1ccc(Cl)cc1Cl,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1723.4939374606504,1.2883800810490484,2980.2158268029457,1474.2397074519768,0.09215022714359405,2.4027020201639373,0.1889194293631092,0.09675937747005803,-0.28567880683316726,-0.09216005189305122,209.45909999999998,1522.9075142418037,-0.4253249866263163,-0.07327173319778336,0.019400577896779823,-0.2055589686983824,1.9986567970101383,141.94229947990505,63.78112283667599,0.6720934400530437,1.383887345120303,0.20099762442309496,0.051071825734569344,0.377952249212696,1.9990716014949308,0.30132847764488324,89.17290808438919,26.71033238705266,0.053662067271891524,0.5672160495446766,1.9991067970101382,0.5710416884369257,-0.02376615770075898,1.9996899999999997,-0.12318614046610027,738.0003184385099,-221.68962119212986,0.01246359402027631,-0.4777808249899132,0.41465210131273,-0.4997364317231278,-0.23461153961306366,691.034157820026,475.66836513053863,0.02126264516867135,-0.09382789320718006,9.999653594020277,0.3876269732870548,1.8911907637043
Nc1ccccc1.O=C(Cl)c1ccc(F)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-903.560911,1.3905,1932.8255,1039.562,0.101816,2.1677,0.18521500000000002,0.102935,-0.28815,-0.08228,158.5594,1118.02,-0.402654,-0.063696,0.0167,-0.20093,1.99875,144.8678,66.2483,0.6475770925110133,1.405945,0.206459,0.0484,0.35807,1.99903,0.313827,86.1662,24.8469,0.05265,0.56797,1.99907,0.5505034612964128,-0.01578,1.9997,-0.143118,697.5602,-186.3864,0.01202,-0.50216,0.38735053492762744,-0.489988,-0.246855,647.3665,526.5674,0.02105,-0.09791,9.99965,0.38247325361862805,1.2522770746338756
Nc1ccccc1.O=C(Cl)c1ccc(F)cc1F,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1002.6542594723891,1.5628342043633043,2120.324392652248,1108.7274438818417,0.09460995236304569,2.9002627333284448,0.18897774100507306,0.1031808922527925,-0.29215863325786556,-0.08579684875228055,176.5499,1217.2759401612166,-0.4762535813565251,-0.14156288723632596,0.01749714178274225,-0.2655723345228288,1.9987275595461926,125.52130121331402,76.87735232825071,0.6601959388546843,1.4011957195348994,0.21017866036864236,0.05033202645075863,0.3574196198405706,1.999092440453807,0.31311296107594244,89.14458035729169,29.976610165880096,0.053738691863957924,0.5602134195157078,1.9991175595461927,0.5592025931930473,-0.0013660944016755583,1.999692440453807,-0.12574949132688037,715.3363046299694,-206.25609228525013,0.012154107747207482,-0.4855636222965187,0.4016195195314515,-0.4835200440528855,-0.24479578722213755,687.6901003715086,492.5449564929477,0.021139816660918742,-0.0970344038983523,9.99966023818477,0.38741746794270504,2.6399324657099825
Nc1ccccc1.O=C(Cl)c1ccc(OC(F)(F)F)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1216.116295,1.9373,4202.2051,1483.97,0.123247,2.1043,0.18684,0.10098000000000001,-0.28782,-0.08586,224.5666,1686.329,-0.41883,-0.055985,0.01693,-0.20009,1.99875,144.7474,65.8979,0.6455317809943361,1.437835,0.211505,0.04838,0.36227,1.99903,0.315037,85.8367,24.8444,0.0526,0.56737,1.99907,0.5483008181246066,-0.013036,1.9997,-0.141975,702.237,-188.2112,0.01203,-0.50095,0.3865638766519824,-0.492427,-0.24471,647.5785,525.941,0.02111,-0.09583,9.99965,0.382001258653241,1.5301658659857371
Nc1ccccc1.O=C(Cl)c1ccc(SC(F)(F)F)cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1539.108656,10.93545,4535.03445,1625.511,0.120362,1.4151,0.19517500000000002,0.09453500000000001,-0.28971,-0.10064,240.6272,1337.92,-0.29784849999999996,-0.0998015,0.01897,-0.20292,1.99876,153.6659,59.602199999999996,0.6472624292007552,1.4163860000000001,0.25255150000000004,0.05244,0.4746,1.99909,0.3170855,83.78805,23.4428,0.05266,0.56606,1.99908,0.5502674638137193,-0.18941449999999999,1.99969,-0.1355175,726.435,-201.13459999999998,0.01204,-0.49415,0.3878618628067967,-0.49045249999999996,-0.234585,646.7714000000001,518.4003,0.02136,-0.08533,9.99964,0.38333857772183766,1.7935483905388
Nc1ccccc1.O=C(Cl)c1ccc([N+](=O)[O-])cc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1008.649643,2.8883,2934.3431,1429.187,0.114492,1.9316,0.21973499999999999,0.09540499999999999,-0.31514,-0.12433,185.5665,1180.633,-0.243545,-0.095972,0.01759,-0.19498,1.99875,153.1256,57.3166,0.6472624292007552,1.373848,0.307302,0.05273,0.54955,1.99909,0.319677,82.3735,23.8112,0.0527,0.56324,1.99908,0.5486154814348647,-0.149197,1.99968,-0.131168,741.5805,-208.9034,0.01209,-0.49014,0.3881371932032725,-0.473753,-0.225712,643.2683,512.101,0.02162,-0.07607,9.99964,0.38215859030837,2.435451093361703
Nc1ccccc1.O=C(Cl)c1ccc2ccccc2c1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-957.8231548793865,8.942984281922897,3120.642424188284,1617.483620444743,0.15897933382482796,3.963189472116048,0.1688166691241398,0.08189167649655926,-0.25070834562069905,-0.08692499262758055,190.6287,1577.0617708477648,-0.406241613979723,-0.0853495998229043,0.01913813624300125,-0.18617714833386767,1.9987759805367138,143.21741244463914,64.17324326159877,0.6477991941427841,1.4941111495158192,0.2417364895313614,0.05284029194928839,0.45526854910095393,1.9990940194632858,0.3139393768798561,87.57417048040392,23.502188115581014,0.052508428192289645,0.5698158832202846,1.9990640194632858,0.5497785108064259,-0.20163146446439634,1.9996899999999997,-0.14309156915373786,699.7480535233219,-189.1846326741985,0.01198794161014232,-0.5022111235626368,0.38731661884381463,-0.5121153102357949,-0.2502995078146661,650.3423603945448,527.1525046879868,0.020885980536714102,-0.10191680330266659,9.999655980536714,0.3832938279780859,1.1998961753194035
Nc1ccccc1.O=C(Cl)c1cccc2ccccc12,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-957.8186401303651,7.76497366122391,2727.8224101566643,1452.655905920424,0.1591435410273463,3.138155778233965,0.17141258730322817,0.07978083346207067,-0.2511934207652988,-0.09163175384115753,190.62869999999998,1654.673933628048,-0.3606608914538662,-0.060651833547166085,0.019562781082751415,-0.15268271376427908,1.9987499999999998,140.36828004155382,67.13279503149818,0.67083710319587,1.4184804447627122,0.24250688344425783,0.05177296194712997,0.4757362417913853,1.9991198794237475,0.3059404481129295,90.28639256302401,23.548420283844816,0.051731334167722944,0.5763399240539799,1.9990998794237473,0.5737331192431018,-0.21399212998145925,1.9996800602881257,-0.14835273747499386,677.8735529026063,-199.8173439886677,0.012231266050649904,-0.5084526793064421,0.42167378684587214,-0.536095752759764,-0.25799595608850817,690.7625756377732,499.1303403904185,0.020573617287571157,-0.11333870811906079,9.999669879423749,0.38839317125744705,1.1743167174093028
Nc1ccccc1.O=C(Cl)c1ccccc1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-804.46025,0.6975,1464.397,1335.877,0.109113,3.4435,0.18524,0.10419999999999999,-0.28944,-0.08104,140.5689,1259.541,-0.319057,-0.06921,0.01701,-0.18925,1.99875,150.2369,61.7104,0.6467904342353682,1.381429,0.207568,0.04848,0.36494,1.99903,0.313396,86.434,23.3461,0.05259,0.56996,1.99907,0.5492448080553808,-0.014961,1.9997,-0.142092,704.1163,-190.2727,0.012,-0.50042,0.3867212083071114,-0.491795,-0.248031,648.8095,526.2085,0.02098,-0.09932,9.99965,0.38247325361862805,1.2035382082960937
Nc1ccccc1.O=C(Cl)c1ccco1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-802.2749436403665,0.9628803601977091,1106.8639320512225,837.4781616717298,0.07810627687091332,4.223320701907314,0.17692659069992278,0.09926084693630044,-0.2761874376362232,-0.07766574376362233,130.53050000000002,1023.5943809662729,-0.2571876525553629,0.07456587223868763,0.028521784583548964,0.16679427666839172,1.9986394965983396,84.42036001940463,48.795129254280766,0.6092274123751691,1.4654626254563974,0.18523025001857074,0.045608009071094816,0.29806073691619983,1.9990367505669435,0.28778355340700085,80.27414887766211,36.27046418281246,0.04943652154385018,0.5133097981460898,1.9990600000000003,0.5273364642768135,-0.01243844273116867,1.999706750566944,-0.14375068628124404,690.1763189879638,-171.46429701179642,0.012345972786715571,-0.4947455057576371,0.3678338463825751,-0.4709219205838191,-0.23281669984785022,670.2421570172194,515.4998959950124,0.022066292520756925,-0.08390614500521279,9.99965324943306,0.373560076402609,1.831592891870582
Nc1ccccc1.O=C(Cl)c1cccs1,-287.039402,3.6593,685.0733,939.029,0.123499,1.6888,0.103715,0.10530500000000001,-0.20902,93.128,994.266,-0.691945,-0.038551,0.01038,-0.63533,1.99927,-0.144243,80.3946,200.4205,0.01148,-0.815,1.9993,0.3760226557583386,-1125.2983746590153,0.8989004644803423,1318.760431390368,1051.8664137490334,0.07514125703092484,3.9869099489807027,0.1825097879616161,0.09715189528668504,-0.27966168324830115,-0.08535789267493107,146.5911,967.0850566647645,-0.36846109931444926,-0.017428701234791306,0.01983363911738161,-0.3620010732506892,1.9987481652957104,92.68784922793068,54.81236467913048,0.6462467515807672,1.4370241272768098,0.2224287020695229,0.04673669408579305,0.36090770231153096,1.9989036391173816,0.30910380250162073,80.55742798492986,32.972354231999795,0.05245018174718617,0.5457332583905814,1.9989436391173816,0.5414205707054607,-0.010696796550940281,1.9997,-0.1456564430324384,653.6458953915552,-169.41871646632262,0.012134495887131043,-0.5017229207448509,0.3800545942263263,-0.48442835604958645,-0.24229535996721743,702.4773700234127,507.97409032060614,0.02155,-0.09357010393236291,9.999647278234763,0.38004302083175984,0.8787181708868833
